Element1,Element2,Pair,Hmix_BCC_eV,Hmix_FCC_eV,Hmix_HCP_eV,Hmix_BCC_kJ_mol,Hmix_FCC_kJ_mol,Hmix_HCP_kJ_mol,avg mixing enthalpy in kJ per mole
Hg,Ta,Hg-Ta,1.595946913,1.027293561,1.055541107,153.9854805,99.11876854,101.8442426,118.3161639
Hg,Te,Hg-Te,-0.220962966,-0.432444461,-0.055223445,-21.31968693,-41.72455087,-5.328252867,-22.79083022
Hg,Ti,Hg-Ti,0.08290708,0.200749691,0.280660646,7.999317802,19.36940222,27.07963788,18.14945263
Hg,V,Hg-V,1.584998316,0.980815084,0.978424982,152.9291014,94.63427683,94.4036671,113.9890151
Hg,W,Hg-W,2.937257734,1.693367369,1.886035626,283.4023111,163.3851263,181.9747887,209.5874087
Hg,Y,Hg-Y,-1.313772026,-1.085286935,-1.041539316,-126.7597406,-104.7142789,-100.4932751,-110.6557649
Hg,Zn,Hg-Zn,0.469650569,0.402243054,0.429622848,45.31439481,38.8105578,41.45230651,41.85908637
Hg,Zr,Hg-Zr,-0.38172344,-0.264081724,-0.116075438,-36.83071589,-25.4800149,-11.19957805,-24.50343628
In,Ir,In-Ir,-0.473312035,0.688180495,0.29687392,-45.66767262,66.39932904,28.64398111,16.45854584
In,Mg,In-Mg,-0.217153193,-0.258345916,-0.179162711,-20.95209961,-24.92659357,-17.28657511,-21.05508943
In,Mn,In-Mn,0.90403591,1.101890405,1.058308686,87.22621215,106.3162704,102.1112734,98.55125198
In,Mo,In-Mo,1.320931004,0.67964724,0.469854019,127.450477,65.57599503,45.33402475,79.45349893
In,Nb,In-Nb,0.327608101,-0.170318534,-0.184762701,31.60937904,-16.43324164,-17.82689205,-0.883584884
In,Ni,In-Ni,0.17575295,0.369881105,0.175847762,16.95758314,35.68810418,16.96673115,23.20413949
In,Os,In-Os,0.475376281,1.897056845,2.105622916,45.86684212,183.0381747,203.161743,144.0222533
In,Pb,In-Pb,0.032222192,0.047815895,0.040961345,3.108969199,4.613532886,3.952169299,3.891557128
In,Pd,In-Pd,-1.492535086,-1.222316985,-1.422957061,-144.0077553,-117.9356699,-137.2944959,-133.079307
In,Pt,In-Pt,-1.276431555,-0.793571701,-1.15275193,-123.1569326,-76.56803541,-111.2236619,-103.6495433
In,Re,In-Re,1.26349662,2.066530766,1.934895109,121.908901,199.3899236,186.6890124,169.329279
In,Rh,In-Rh,-1.102490172,-0.397297119,-0.677043739,-106.3741391,-38.33334758,-65.32479533,-70.01076068
In,Ru,In-Ru,0.0857028,0.744461674,0.884623075,8.269063797,71.82963771,85.35315816,55.15061989
In,Sb,In-Sb,-0.215454994,-0.283309205,-0.253856547,-20.78824833,-27.33518497,-24.4934353,-24.20562286
In,Sc,In-Sc,-1.283757699,-1.065786714,-0.93829969,-123.863798,-102.8327934,-90.53216461,-105.7429187
In,Si,In-Si,0.034111172,0.206720335,0.178803928,3.291228076,19.94548181,17.25195774,13.49622254
In,Sn,In-Sn,0.003132405,0.00752747,0.014989126,0.302231161,0.726290502,1.446230943,0.824917535
In,Ta,In-Ta,0.864431006,0.37054369,0.443739776,83.40491954,35.75203391,42.81438318,53.99044555
In,Te,In-Te,-1.204813149,-1.296875048,-0.814108359,-116.2468063,-125.1294299,-78.54952179,-106.6419193
In,Ti,In-Ti,-0.348595494,-0.254463331,-0.134233415,-33.63435474,-24.55198103,-12.95155669,-23.71263082
In,V,In-V,1.00018932,0.499755865,0.535881006,96.5036066,48.21911455,51.70466109,65.47579408
In,W,In-W,2.182978303,1.254153185,1.191798014,210.6254037,121.0073965,114.9910366,148.8746123
In,Y,In-Y,-1.50684942,-1.203239561,-1.081108611,-145.3888786,-116.0949782,-104.3111319,-121.9316629
In,Zn,In-Zn,0.33766506,0.289159838,0.358479835,32.57972812,27.89968524,34.58804876,31.68915404
In,Zr,In-Zr,-0.906685468,-0.800594209,-0.591268014,-87.4818556,-77.24560443,-57.04869534,-73.92538513
Ir,Mg,Ir-Mg,-1.614316445,-0.762954151,-0.810496861,-155.7578711,-73.61389069,-78.20106523,-102.5242757
Ir,Mn,Ir-Mn,-1.266000279,-0.370264163,-0.737140955,-122.1504673,-35.72506361,-71.12329567,-76.33294221
Ir,Mo,Ir-Mo,-1.536676475,-1.243173569,-1.53990605,-148.2667522,-119.9480245,-148.5783588,-138.9310451
Ir,Nb,Ir-Nb,-2.494531268,-1.806538409,-1.924739596,-240.6856975,-174.3044726,-185.7091544,-200.2331081
Ir,Ni,Ir-Ni,-0.870000293,0.095041424,-0.06129646,-83.94227402,9.170104085,-5.914209784,-26.89545991
Ir,Os,Ir-Os,-1.892307056,-0.121287017,-0.122216243,-182.5798897,-11.70241912,-11.79207571,-68.69146151
Ir,Pb,Ir-Pb,0.238573874,2.028315291,1.411430588,23.01888132,195.7026905,136.1823601,118.3013106
Ir,Pd,Ir-Pd,-0.411403439,0.401911048,0.310465835,-39.69440066,38.77852407,29.95540165,9.679841684
Ir,Pt,Ir-Pt,-0.511217541,0.231496986,0.224733079,-49.32499828,22.33606543,21.68344751,-1.768495114
Ir,Re,Ir-Re,-1.804615744,-0.528985328,-0.895975846,-174.1189636,-51.03932918,-86.44853416,-103.8689423
Ir,Rh,Ir-Rh,-1.07831531,-0.100695251,-0.137483543,-104.0416193,-9.715615553,-13.26514634,-42.34079374
Ir,Ru,Ir-Ru,-1.696633679,-0.272688247,-0.31471665,-163.7002773,-26.31041827,-30.36554298,-73.4587462
Ir,Sb,Ir-Sb,-0.812196074,0.421955251,-0.066724623,-78.36501432,40.71249588,-6.437947888,-14.69682211
Ir,Sc,Ir-Sc,-3.720776343,-2.209054791,-2.500081413,-359.0003705,-213.1414026,-241.2212051,-271.1209927
Ir,Si,Ir-Si,-2.957459919,-1.6297665,-2.590367527,-285.3515258,-157.2485749,-249.9324916,-230.8441974
Ir,Sn,Ir-Sn,-0.316959795,0.510813473,0.248372764,-30.58197359,49.28601157,23.96433056,14.22278951
Ir,Ta,Ir-Ta,-2.753635964,-1.93881768,-2.205496748,-265.6855022,-187.0674831,-212.7981036,-221.8503629
Ir,Te,Ir-Te,-0.946809285,0.437242818,0.162799085,-91.35321578,42.18752191,15.70772507,-11.15265627
Ir,Ti,Ir-Ti,-3.62644676,-2.387878444,-2.523234159,-349.8989486,-230.3952635,-243.4551057,-274.583106
Ir,V,Ir-V,-2.386199888,-1.778330756,-2.017173816,-230.2333075,-171.5828476,-194.6277015,-198.8146189
Ir,W,Ir-W,-1.430422785,-1.271817443,-1.584229719,-138.0148288,-122.7117384,-152.8549431,-137.8605034
Ir,Y,Ir-Y,-2.982851053,-1.668255864,-2.166212394,-287.801398,-160.9622342,-209.0077393,-219.2571238
Ir,Zn,Ir-Zn,-1.4117366,-0.49687536,-0.479702735,-136.2118858,-47.94118805,-46.28428149,-76.81245179
Ir,Zr,Ir-Zr,-3.322106478,-1.93715689,-2.108296504,-320.534573,-186.9072412,-203.419705,-236.9538397
Mg,Mn,Mg-Mn,0.854103285,1.054087437,1.073069059,82.40844585,101.7039848,103.535433,95.88262121
Mg,Mo,Mg-Mo,1.042075955,0.360502945,0.624604705,100.5450528,34.78324922,60.26519733,65.19783312
Mg,Nb,Mg-Nb,0.920380394,0.187492913,0.504396745,88.80321522,18.09031741,48.66689144,51.85347469
Mg,Ni,Mg-Ni,-0.207286076,-0.069503673,-0.136272756,-20.00006754,-6.706085472,-13.14832322,-13.28482541
Mg,Os,Mg-Os,-0.812350366,0.789543646,0.949031384,-78.37990129,76.17938715,91.56761573,29.78903387
Mg,Pb,Mg-Pb,-0.116289579,-0.082582736,-0.061693627,-11.22023954,-7.968023385,-5.952530625,-8.380264518
Mg,Pd,Mg-Pd,-2.175582401,-2.014674623,-2.109725273,-209.9118077,-194.3865659,-203.5575602,-202.6186446
Mg,Pt,Mg-Pt,-2.649518556,-2.349097685,-2.521260861,-255.6396987,-226.6534888,-243.2647114,-241.852633
Mg,Re,Mg-Re,0.382827841,1.103949179,1.204612605,36.93727442,106.5149119,116.2274568,86.55988101
Mg,Rh,Mg-Rh,-1.61085685,-1.101105947,-1.091492351,-155.4240709,-106.2405817,-105.3130106,-122.3258877
Mg,Ru,Mg-Ru,-0.800758364,0.253323997,0.398168171,-77.26144298,24.44205203,38.41739138,-4.800666525
Mg,Sb,Mg-Sb,-0.974635899,-0.881013601,-1.077473682,-94.03807607,-85.00489686,-103.9604146,-94.33446251
Mg,Sc,Mg-Sc,-0.220984755,-0.04284592,0.061549674,-21.32178922,-4.134003159,5.938641199,-6.50571706
Mg,Si,Mg-Si,-0.514495258,-0.454231945,-0.460738219,-49.64124985,-43.82672365,-44.45448369,-45.9741524
Mg,Sn,Mg-Sn,-0.411300046,-0.390786635,-0.324031503,-39.6844248,-37.70518135,-31.26428969,-36.21796528
Mg,Ta,Mg-Ta,1.253698458,0.598139929,0.724536964,120.9635219,57.71173439,69.90719529,82.8608172
Mg,Te,Mg-Te,-3.690205266,-3.13352485,-3.009129526,-356.0507098,-302.3392106,-290.3368854,-316.2422686
Mg,Ti,Mg-Ti,0.391276996,0.467836894,0.609803048,37.75249402,45.13940176,58.83705437,47.24298338
Mg,V,Mg-V,1.335203961,0.846968044,0.981303335,128.8276082,81.71999967,94.68138592,101.7429979
Mg,W,Mg-W,1.558142938,0.652363873,1.008857398,150.3379511,62.94355004,97.33994901,103.5404834
Mg,Y,Mg-Y,-0.337807243,-0.041022984,0.017632576,-32.59344665,-3.958116535,1.701285115,-11.61675936
Mg,Zn,Mg-Zn,-0.259092001,-0.109401136,-0.117034984,-24.99857983,-10.55560583,-11.2921602,-15.61544862
Mg,Zr,Mg-Zr,0.142121926,0.141189636,0.241202651,13.71268238,13.62273006,23.27251981,16.86931075
Mn,Mo,Mn-Mo,0.233966705,0.067880266,0.022244785,22.57435708,6.549450568,2.146295644,10.42336776
Mn,Nb,Mn-Nb,0.072368974,0.131540844,0.209973181,6.982545038,12.69176303,20.25933378,13.31121395
Mn,Ni,Mn-Ni,-0.350432376,-0.266603179,-0.262274398,-33.81158697,-25.72329835,-25.30563442,-28.28017324
Mn,Os,Mn-Os,-1.335031936,-0.014760487,-0.070525048,-128.8110103,-1.424170655,-6.804633187,-45.67993804
Mn,Pb,Mn-Pb,1.742175733,1.768108736,1.758823305,168.0944179,170.5965726,169.7006646,169.463885
Mn,Pd,Mn-Pd,-0.466573791,-0.327514611,-0.349580192,-45.01753088,-31.60035862,-33.72936373,-36.78241775
Mn,Pt,Mn-Pt,-1.029430908,-0.811350799,-0.877206416,-99.32499112,-78.28345768,-84.63755932,-87.41533604
Mn,Re,Mn-Re,-0.463646411,0.174743366,0.224508436,-44.73508163,16.86017311,21.6617728,-2.07104524
Mn,Rh,Mn-Rh,-0.615419966,-0.020194332,-0.248114718,-59.37900469,-1.948457037,-23.93943288,-28.4222982
Mn,Ru,Mn-Ru,-0.838428716,-0.036963221,0.022237664,-80.89607975,-3.56640897,2.145608548,-27.43896006
Mn,Sb,Mn-Sb,0.424929821,0.433749007,0.251257702,40.99949828,41.85042046,24.24268485,35.69753453
Mn,Sc,Mn-Sc,0.344890692,0.71271215,0.551576252,33.27689573,68.76627411,53.21902226,51.75406403
Mn,Si,Mn-Si,-1.942000204,-1.698048961,-1.621344979,-187.3745499,-163.8368314,-156.4360215,-169.2158009
Mn,Sn,Mn-Sn,0.655698047,0.890412082,0.873954089,63.26524905,85.91171252,84.3237574,77.83357299
Mn,Ta,Mn-Ta,-0.093955958,0.050173181,0.104013844,-9.065372504,4.840976452,10.03581108,1.937138342
Mn,Te,Mn-Te,-0.414700456,-0.22728164,-0.186539328,-40.01251452,-21.92934631,-17.99831044,-26.64672376
Mn,Ti,Mn-Ti,-0.72297586,-0.13135319,0.053645853,-69.75657166,-12.6736572,5.176038318,-25.75139685
Mn,V,Mn-V,-0.778936306,-0.337951938,-0.3970294,-75.15593435,-32.60740759,-38.30751665,-48.6902862
Mn,W,Mn-W,0.275557922,0.03780614,-0.019749655,26.58729984,3.647738272,-1.905552178,9.443161979
Mn,Y,Mn-Y,1.000249505,0.894880071,1.176276574,96.50941357,86.34280793,113.4934452,98.78188889
Mn,Zn,Mn-Zn,-0.079670541,0.050374023,0.428449231,-7.68703926,4.860354688,41.33906975,12.83746173
Mn,Zr,Mn-Zr,0.33329812,0.589439957,0.512567798,32.15838243,56.87231471,49.45527821,46.16199178
Mo,Nb,Mo-Nb,-0.318791579,-0.544954052,-0.537117079,-30.75871386,-52.58007704,-51.82392396,-45.05423829
Mo,Ni,Mo-Ni,0.174588446,-0.348106875,-0.516265761,16.8452256,-33.58721019,-49.8120775,-22.18468737
Mo,Os,Mo-Os,-0.841813716,-0.578179395,-0.426722679,-81.22268263,-55.78583551,-41.17248274,-59.39366696
Mo,Pb,Mo-Pb,1.908049111,1.594274619,1.409929774,184.0987672,153.8241286,136.0375536,157.9868165
Mo,Pd,Mo-Pd,0.16422871,-0.731529331,-0.653906094,15.84566292,-70.58185625,-63.09235178,-39.2761817
Mo,Pt,Mo-Pt,-0.771137982,-1.536960211,-1.450890654,-74.40351043,-148.2941285,-139.989678,-120.8957723
Mo,Re,Mo-Re,-0.176913887,-0.149148639,0.082440904,-17.06959659,-14.39065712,7.954338628,-7.835305026
Mo,Rh,Mo-Rh,-0.773317177,-0.983107991,-1.190996605,-74.6137708,-94.85550879,-114.9137124,-94.79433065
Mo,Ru,Mo-Ru,-0.5216443,-0.56323299,-0.453743428,-50.33102764,-54.34372654,-43.77958888,-49.48478102
Mo,Sb,Mo-Sb,0.517375362,0.105961994,-0.029456369,49.91913776,10.22377899,-2.842107754,19.10026967
Mo,Sc,Mo-Sc,0.249553518,-0.050263911,-0.009807496,24.07825598,-4.849730567,-0.94627961,6.094081936
Mo,Si,Mo-Si,-1.446327097,-1.956421593,-1.991112264,-139.5493618,-188.7660025,-192.1131437,-173.4761693
Mo,Sn,Mo-Sn,1.362887684,0.439498594,0.463484019,131.4986815,42.40517125,44.71941313,72.87442198
Mo,Ta,Mo-Ta,-0.470886645,-0.519958282,-0.663684081,-45.43365804,-50.16835167,-64.03578423,-53.21259798
Mo,Te,Mo-Te,0.448143625,-0.167713787,-0.330169239,43.23929003,-16.18192181,-31.85649126,-1.59970768
Mo,Ti,Mo-Ti,-0.582815127,-0.475295232,-0.571868956,-56.23311573,-45.85902211,-55.17697068,-52.42303617
Mo,V,Mo-V,-0.401854265,-0.573281364,-0.700620124,-38.77304539,-55.3132473,-67.59957085,-53.89528785
Mo,W,Mo-W,0.008378423,0.017036509,-0.451256275,0.808394944,1.643773339,-43.53961512,-13.69581561
Mo,Y,Mo-Y,1.184026686,0.703517576,0.714491024,114.2412174,67.87913254,68.93790935,83.68608643
Mo,Zn,Mo-Zn,0.343007805,-0.25122523,-0.231061561,33.09522469,-24.23955173,-22.2940533,-4.479460114
Mo,Zr,Mo-Zr,0.070614652,-0.081976899,-0.094521517,6.813278755,-7.909568948,-9.119940753,-3.405410315
Nb,Ni,Nb-Ni,-0.384521079,-0.592292105,-0.667054955,-37.10064702,-57.14750513,-64.36102413,-52.86972543
Nb,Os,Nb-Os,-1.766577885,-0.85086348,-0.485477591,-170.4488679,-82.09585216,-46.84147045,-99.79539683
Nb,Pb,Nb-Pb,1.287801388,0.785398489,0.829740644,124.2539547,75.77944022,80.05780812,93.36373436
Nb,Pd,Nb-Pd,-0.901076226,-1.358693289,-1.289852176,-86.94064606,-131.0939839,-124.4518258,-114.1621519
Nb,Pt,Nb-Pt,-2.032542929,-2.29347088,-2.247479822,-196.1105955,-221.2863176,-216.8488548,-211.415256
Nb,Re,Nb-Re,-1.03878299,-0.271700741,-0.113986161,-100.22733,-26.2151384,-10.99799352,-45.8134873
Nb,Rh,Nb-Rh,-1.814953895,-1.615571561,-1.675082457,-175.1164436,-155.8789714,-161.6209004,-164.2054385
Nb,Ru,Nb-Ru,-1.511346596,-0.959612121,-0.68348808,-145.8227902,-92.58850179,-65.94657978,-101.4526239
Nb,Sb,Nb-Sb,-0.231195286,-0.98910173,-0.979596836,-22.3069558,-95.43381671,-94.51673381,-70.75250211
Nb,Sc,Nb-Sc,0.28034526,0.041656817,0.102792513,27.04920773,4.0192722,9.917970518,13.66215015
Nb,Si,Nb-Si,-2.128474713,-2.314900896,-2.277421959,-205.3666063,-223.354,-219.737832,-216.1528128
Nb,Sn,Nb-Sn,-0.163006529,-0.343703992,-0.523513946,-15.72774035,-33.16239658,-50.5114211,-33.13385267
Nb,Ta,Nb-Ta,0.022987054,-0.004270726,-0.470422883,2.217913697,-0.412062474,-45.38891176,-14.52768685
Nb,Te,Nb-Te,-0.300040019,-1.238494836,-1.181088449,-28.94946322,-119.4965954,-113.9577205,-87.46792638
Nb,Ti,Nb-Ti,-0.072189897,-0.193702556,-0.255716531,-6.965266805,-18.689457,-24.67289646,-16.77587342
Nb,V,Nb-V,0.283566771,-0.125787235,-0.230130344,27.36003634,-12.13662414,-22.20420446,-2.326930754
Nb,W,Nb-W,-0.173456751,-0.35338102,-0.425591096,-16.73603362,-34.09608786,-41.06330162,-30.6318077
Nb,Y,Nb-Y,0.91206378,0.537281439,0.691476018,88.00078391,51.83978229,66.71729865,68.85262162
Nb,Zn,Nb-Zn,-0.0417152,-0.466359355,-0.300734224,-4.024905255,-44.99684093,-29.01644383,-26.01273
Nb,Zr,Nb-Zr,0.109820389,0.02728266,-0.071347934,10.59605755,2.632376726,-6.884029646,2.114801543
Ni,Os,Ni-Os,-1.104105942,0.288788125,0.317533359,-106.5300373,27.86382043,30.63731408,-16.00963425
Ni,Pb,Ni-Pb,0.568951162,1.05693996,0.817535997,54.89544636,101.9792114,78.88023868,78.58496548
Ni,Pd,Ni-Pd,0.136335672,0.172560075,0.137964625,13.15439372,16.64951751,13.31156375,14.37182499
Ni,Pt,Ni-Pt,-0.178141125,-0.162434991,-0.193678341,-17.18800701,-15.67259536,-18.68712061,-17.18257433
Ni,Re,Ni-Re,-0.362345229,0.047057749,0.01647403,-34.96100259,4.540382888,1.589502386,-9.61037244
Ni,Rh,Ni-Rh,-0.210037504,0.163024017,0.156743016,-20.26553996,15.72942776,15.12340322,3.529097003
Ni,Ru,Ni-Ru,-0.684143167,0.256743816,0.261875338,-66.00978612,24.7720144,25.26713098,-5.323546915
Ni,Sb,Ni-Sb,-0.290184671,-0.242666781,-0.407550494,-27.99856667,-23.4137869,-39.32264796,-30.24500051
Ni,Sc,Ni-Sc,-1.277880868,-1.029020608,-0.937400651,-123.29677,-99.28540318,-90.44542055,-104.3425312
Ni,Si,Ni-Si,-2.234363085,-1.859236611,-2.060922941,-215.5832819,-179.3890766,-198.8488507,-197.9404031
Ni,Sn,Ni-Sn,0.166074196,0.131728262,-0.161796466,16.02372529,12.70984619,-15.61098706,4.374194809
Ni,Ta,Ni-Ta,-0.52761815,-0.585723126,-0.779753783,-50.90741659,-56.51369498,-75.23480882,-60.8853068
Ni,Te,Ni-Te,-0.763720759,-0.332758689,-0.484152185,-73.68785707,-32.10633522,-46.71358818,-50.83592683
Ni,Ti,Ni-Ti,-1.389212337,-0.986296388,-0.947810876,-134.0386247,-95.16314229,-91.44985465,-106.8838739
Ni,V,Ni-V,-0.582797669,-0.771869412,-0.798707835,-56.23143122,-74.4740827,-77.06359702,-69.25637031
Ni,W,Ni-W,0.323070621,-0.315567861,-0.492532584,31.17157874,-30.44767239,-47.5221738,-15.59942248
Ni,Y,Ni-Y,-0.665812475,-0.626329358,-0.798442089,-64.24114303,-60.43160101,-77.0379564,-67.23690015
Ni,Zn,Ni-Zn,-0.800136074,-0.607776706,-0.650401985,-77.20140112,-58.64154215,-62.75425666,-66.19906664
Ni,Zr,Ni-Zr,-0.959583785,-0.736478304,-0.706459911,-92.58576775,-71.05935954,-68.16302473,-77.26938401
Os,Pb,Os-Pb,0.834653811,3.218833942,2.579641051,80.53185676,310.5702873,248.8975439,213.3332293
Os,Pd,Os-Pd,-0.586336144,0.579954015,0.719283307,-56.57284218,55.95706032,69.40029448,22.92817087
Os,Pt,Os-Pt,-0.884170697,0.128536606,0.380417506,-85.30951037,12.40189816,36.70471243,-12.06763326
Os,Re,Os-Re,-1.598134322,-0.109121205,-0.283291705,-154.1965335,-10.52859657,-27.33349648,-64.01954217
Os,Rh,Os-Rh,-1.439835821,-0.02296262,0.026382201,-138.9230488,-2.215556198,2.545495658,-46.1977031
Os,Ru,Os-Ru,-1.978922769,-0.01564617,-0.026354313,-190.9370362,-1.509626032,-2.542804802,-64.996489
Os,Sb,Os-Sb,0.07942747,1.907578214,1.291434532,7.663586448,184.0533325,124.6045,105.440473
Os,Sc,Os-Sc,-2.054757372,-0.475646805,-0.103754126,-198.2539637,-45.8929437,-10.01075215,-84.71921985
Os,Si,Os-Si,-2.613250674,-1.084251227,-1.0015375,-252.1403798,-104.6143483,-96.63368621,-151.1294714
Os,Sn,Os-Sn,-0.124486833,2.083688836,2.094129314,-12.01115436,201.0454258,202.0527788,130.3623501
Os,Ta,Os-Ta,-2.037382869,-1.01087428,-0.761328267,-196.5775788,-97.5345486,-73.45701674,-122.523048
Os,Te,Os-Te,-0.143644399,1.832163963,1.758320741,-13.85957865,176.7769629,169.6521745,110.8565196
Os,Ti,Os-Ti,-2.961838939,-1.256885274,-0.816790905,-285.774037,-121.271003,-78.80834818,-161.9511294
Os,V,Os-V,-2.35468791,-0.9785612,-0.742227616,-227.1928636,-94.41681009,-71.61408391,-131.0745859
Os,W,Os-W,-0.748479649,-0.666885349,-0.492176396,-72.21731339,-64.34465962,-47.48780693,-61.34992665
Os,Y,Os-Y,-0.839295357,-0.084849969,0.462208894,-80.97969793,-8.186778084,44.59638226,-14.85669792
Os,Zn,Os-Zn,-0.999935029,0.57690339,0.745624469,-96.47907123,55.66271973,71.94183038,10.37515963
Os,Zr,Os-Zr,-2.023277968,-0.503007206,-0.275535618,-195.2166626,-48.53282132,-26.58514774,-90.11154389
Pb,Pd,Pb-Pd,-0.484425175,-0.389938014,-0.549297155,-46.73992771,-37.62330184,-52.99912276,-45.78745077
Pb,Pt,Pb-Pt,-0.186645965,-0.069412564,-0.397554505,-18.00859939,-6.697294814,-38.35818158,-21.0213586
Pb,Re,Pb-Re,1.575357786,3.317578566,2.69987687,151.9989316,320.0976959,260.4985378,244.1983884
Pb,Rh,Pb-Rh,0.238304436,0.69845198,0.400431258,22.99288456,67.39037676,38.63574603,43.00633578
Pb,Ru,Pb-Ru,0.415919414,1.886619465,1.75127807,40.13012605,182.0311205,168.97266,130.3779689
Pb,Sb,Pb-Sb,-0.25978691,-0.254827188,-0.243226561,-25.06562834,-24.58708783,-23.46779746,-24.37350454
Pb,Sc,Pb-Sc,-1.161333769,-0.885112389,-1.035439345,-112.0516835,-85.40036977,-99.90471725,-99.11892352
Pb,Si,Pb-Si,0.060755189,0.368588936,0.449893922,5.861985043,35.56342883,43.40816808,28.27786065
Pb,Sn,Pb-Sn,0.020941502,0.03370124,0.053152234,2.020547989,3.2516756,5.128411345,3.466878311
Pb,Ta,Pb-Ta,1.97772106,1.511438369,1.478316714,190.8210889,145.8316449,142.6358908,159.7628749
Pb,Te,Pb-Te,-1.284253584,-1.191930427,-1.097593975,-123.9116437,-115.0038126,-105.9017279,-114.9390614
Pb,Ti,Pb-Ti,0.311932722,0.521924885,0.56776639,30.09693479,50.35809998,54.78113318,45.07872265
Pb,V,Pb-V,2.051136563,1.339336751,1.148381607,197.9046086,129.2263618,110.8019898,145.9776534
Pb,W,Pb-W,2.597641845,2.380921481,2.119371531,250.6343566,229.7240186,204.4882828,228.2822193
Pb,Y,Pb-Y,-1.611888333,-1.222052751,-1.533544844,-155.5235938,-117.9101752,-147.9645957,-140.4661216
Pb,Zn,Pb-Zn,0.453023842,0.434375499,0.533392498,43.71015947,41.91086768,51.46455647,45.69519454
Pb,Zr,Pb-Zr,-0.419536945,-0.155371696,-0.038754396,-40.47916478,-14.99109094,-3.739231099,-19.73649561
Pd,Pt,Pd-Pt,-0.114519976,-0.089797948,-0.070329801,-11.04949885,-8.664185496,-6.785794786,-8.833159709
Pd,Re,Pd-Re,0.12560007,0.091833869,0.207194256,12.11856546,8.86062205,19.99120826,13.65679859
Pd,Rh,Pd-Rh,-0.085431613,0.253207885,0.240185007,-8.242898179,24.43084887,23.17433211,13.12076094
Pd,Ru,Pd-Ru,-0.382536313,0.353662441,0.462775432,-36.90914617,34.12324089,44.65104495,13.95504655
Pd,Sb,Pd-Sb,-1.412067005,-1.345531534,-1.594889315,-136.2437651,-129.8240675,-153.8834378,-139.9837568
Pd,Sc,Pd-Sc,-2.891365684,-2.511075313,-2.598681704,-278.9744011,-242.2819553,-250.7346877,-257.330348
Pd,Si,Pd-Si,-1.97437264,-1.946762299,-2.40784381,-190.4980155,-187.8340223,-232.3216287,-203.5512221
Pd,Sn,Pd-Sn,-1.482321205,-1.19068664,-1.368232696,-143.0222655,-114.8838053,-132.0143969,-129.9734892
Pd,Ta,Pd-Ta,-0.987954806,-1.337709338,-1.388695899,-95.32315539,-129.0693402,-133.9887959,-119.4604305
Pd,Te,Pd-Te,-1.39093131,-1.262718865,-1.320101583,-134.2044804,-121.833859,-127.37045,-127.8029298
Pd,Ti,Pd-Ti,-2.10664115,-1.846086152,-1.79789808,-203.2599876,-178.1202501,-173.4708075,-184.9503484
Pd,V,Pd-V,-0.573469882,-1.00383878,-0.998531956,-55.33143659,-96.85572599,-96.3436953,-82.8436193
Pd,W,Pd-W,0.438058166,-0.635343019,-0.52854313,42.26619111,-61.30128718,-50.9966636,-23.34391989
Pd,Y,Pd-Y,-2.644864196,-2.613997803,-2.529985303,-255.1906212,-252.2124667,-244.1064921,-250.5031934
Pd,Zn,Pd-Zn,-1.766964544,-1.612465766,-1.651300005,-170.4861748,-155.5793077,-159.3262424,-161.7972416
Pd,Zr,Pd-Zr,-2.212564075,-1.881145605,-1.857031298,-213.479997,-181.5029733,-179.1762961,-191.3864222
Pt,Re,Pt-Re,-0.469079879,-0.53578264,-0.416969748,-45.25933159,-51.69517019,-40.23146786,-45.72865654
Pt,Rh,Pt-Rh,-0.306054171,-0.061477415,-0.017452374,-29.52974077,-5.931669289,-1.683898215,-12.38176943
Pt,Ru,Pt-Ru,-0.575978411,-0.204454839,0.041410281,-55.57347284,-19.72689463,3.995485066,-23.76829414
Pt,Sb,Pt-Sb,-1.036134491,-0.986856399,-1.289534219,-99.97178867,-95.21717516,-124.4211475,-106.5367038
Pt,Sc,Pt-Sc,-4.081026299,-3.483262172,-3.703191774,-393.75921,-336.083735,-357.3037174,-362.3822208
Pt,Si,Pt-Si,-2.549112581,-2.492204802,-2.745329974,-245.9519941,-240.4612277,-264.8840959,-250.4324392
Pt,Sn,Pt-Sn,-0.973066214,-1.185459666,-1.498430331,-93.88662448,-114.379479,-144.57656,-117.6142211
Pt,Ta,Pt-Ta,-2.160970286,-2.305542744,-2.390890704,-208.5019528,-222.4510755,-230.6859025,-220.5463103
Pt,Te,Pt-Te,-1.289147246,-0.727005521,-0.805338541,-124.3838104,-70.1453749,-77.70336297,-90.74418274
Pt,Ti,Pt-Ti,-3.34901408,-2.923706068,-2.937731084,-323.1307622,-282.094774,-283.4479824,-296.2245062
Pt,V,Pt-V,-1.726724939,-1.996762987,-2.031151042,-166.6036428,-192.6583557,-195.9762989,-185.0794325
Pt,W,Pt-W,-0.50596107,-1.443986313,-1.405966879,-48.81782587,-139.3235103,-135.6551923,-107.9321762
Pt,Y,Pt-Y,-3.723701465,-3.699690004,-3.689247491,-359.2826019,-356.9658479,-355.9582985,-357.4022495
Pt,Zn,Pt-Zn,-1.787987441,-1.555551951,-1.656797381,-172.5145762,-150.0879589,-159.8566586,-160.8197312
Pt,Zr,Pt-Zr,-3.373810274,-2.83328325,-2.881989476,-325.5232314,-273.3702977,-278.0697345,-292.3210878
